-----------------------------------------------------------
                         Digit 7
-----------------------------------------------------------

Observation Sequence:
32 28 28 12 12 32 32 12 12 12 31 24 32 32 31 31 12 12 14 13 13 13 13 13 13 13 13 13 10 10 10 10 9 9 9 9 9 9 9 9 9 9 9 9 9 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 10 9 9 9 10 10 10 10 10 10 10 10 10 13 13 13 13 13 


alpha matrix-
0.0163473	0	0	0	0	
0.00121983	0.000284032	0	0	0	
9.10237e-005	3.04347e-005	3.74803e-006	0	0	
2.69937e-006	1.21959e-006	1.20742e-035	3.09379e-009	0	
8.00518e-008	4.10592e-008	3.52548e-037	1.77715e-011	9.25423e-011	
8.11758e-010	1.0275e-009	2.54159e-010	1.55596e-041	9.47542e-041	
8.23155e-012	1.79116e-011	1.1118e-011	3.19767e-041	9.66909e-071	
2.44112e-013	3.44176e-013	1.48969e-041	9.17733e-015	9.56495e-043	
7.23933e-015	7.3216e-015	9.9491e-044	5.27169e-017	2.74515e-016	
2.14687e-016	1.72613e-016	2.11645e-045	3.02819e-019	6.75496e-017	
2.85371e-018	1.92454e-017	2.13501e-018	1.54534e-020	7.34327e-019	
1.77018e-048	5.66495e-020	7.95483e-020	7.28577e-044	7.3625e-049	
1.79504e-050	6.94493e-022	1.83977e-021	1.00083e-050	9.06903e-075	
1.82024e-052	8.51411e-024	3.87388e-023	2.31469e-052	1.24569e-081	
2.41953e-054	5.7039e-025	1.55433e-024	2.8408e-025	3.13016e-055	
3.21613e-056	3.82124e-026	6.51943e-026	2.58953e-026	3.84162e-028	
9.53767e-058	5.89561e-028	6.80381e-056	2.02563e-028	8.6691e-028	
2.82847e-059	9.09604e-030	1.70424e-058	1.16358e-030	2.14399e-028	
1.75453e-089	6.39156e-048	1.80734e-031	2.00516e-032	2.13954e-030	
7.42058e-091	4.54395e-078	1.57996e-061	9.81099e-033	3.67967e-031	
3.13846e-092	3.23043e-108	1.38118e-091	2.09147e-033	6.34206e-032	
1.32738e-093	1.19164e-122	1.20741e-121	4.4585e-034	1.09394e-032	
5.61399e-095	5.0399e-124	1.08994e-151	9.50444e-035	1.88874e-033	
2.37438e-096	2.13157e-125	1.45688e-154	2.02612e-035	3.26486e-034	
1.00422e-097	9.01526e-127	6.16173e-156	4.31919e-036	5.65183e-035	
4.24723e-099	3.8129e-128	2.60604e-157	9.20747e-037	9.80127e-036	
1.79632e-100	1.61263e-129	1.1022e-158	1.96281e-037	1.70339e-036	
7.59734e-102	6.82043e-131	4.66162e-160	4.18424e-038	2.96811e-037	
2.40073e-103	1.41567e-103	1.26558e-131	7.12011e-039	9.08583e-038	
7.58619e-105	9.41267e-105	2.62688e-104	1.2116e-039	2.76001e-038	
2.3972e-106	4.69765e-106	1.64874e-104	2.06171e-040	8.34849e-039	
7.57505e-108	2.08569e-107	9.33908e-105	3.50832e-041	2.51925e-039	
1.64834e-108	1.01937e-107	2.80253e-107	1.08547e-041	1.49758e-040	
3.5868e-109	4.53313e-108	9.41459e-110	3.35841e-042	8.96722e-042	
7.8049e-110	1.93403e-108	4.77723e-111	1.03908e-042	5.56944e-043	
1.69835e-110	8.08752e-109	1.93206e-111	3.2149e-043	4.07253e-044	
3.69563e-111	3.34772e-109	8.07729e-112	9.94682e-044	4.79131e-045	
8.04173e-112	1.37846e-109	3.34373e-112	3.07752e-044	1.01901e-045	
1.74989e-112	5.66024e-110	1.37687e-112	9.52178e-045	2.87781e-046	
3.80777e-113	2.32082e-110	5.65382e-113	2.94602e-045	8.74068e-047	
8.28574e-114	9.50851e-111	2.31822e-113	9.1149e-046	2.69466e-047	
1.80298e-114	3.89408e-111	9.49789e-114	2.82013e-046	8.33147e-048	
3.92331e-115	1.59442e-111	3.88975e-114	8.72541e-047	2.5774e-048	
8.53715e-116	6.52756e-112	1.59265e-114	2.69962e-047	7.9742e-049	
1.85769e-116	2.67222e-112	6.52031e-115	8.35257e-048	2.46719e-049	
5.87022e-118	9.32365e-114	4.9951e-113	1.42132e-048	3.86975e-049	
1.85496e-119	3.25311e-115	2.97601e-113	2.41859e-049	1.69636e-049	
5.86161e-121	1.13504e-116	1.67603e-113	4.11559e-050	6.00887e-050	
1.85224e-122	3.96022e-118	9.40719e-114	7.0033e-051	1.96179e-050	
5.853e-124	1.38175e-119	5.27893e-114	1.19172e-051	6.16402e-051	
1.84952e-125	4.82099e-121	2.96228e-114	2.02789e-052	1.89899e-051	
5.84441e-127	1.68207e-122	1.66229e-114	3.45076e-053	5.78878e-052	
1.84681e-128	5.8688e-124	9.32797e-115	5.872e-054	1.7544e-052	
5.83584e-130	2.04765e-125	5.23441e-115	9.9921e-055	5.29985e-053	
1.8441e-131	7.14429e-127	2.9373e-115	1.70031e-055	1.59813e-053	
5.82727e-133	2.49266e-128	1.64827e-115	2.89333e-056	4.81413e-054	
1.84139e-134	8.69695e-130	9.24929e-116	4.92344e-057	1.44935e-054	
5.81872e-136	3.03438e-131	5.19025e-116	8.37799e-058	4.36202e-055	
1.83869e-137	1.0587e-132	2.91252e-116	1.42564e-058	1.31257e-055	
5.81018e-139	3.69381e-134	1.63437e-116	2.42595e-059	3.94922e-056	
1.83599e-140	1.28877e-135	9.17127e-117	4.12812e-060	1.18816e-056	
5.80165e-142	4.49653e-137	5.14647e-117	7.02462e-061	3.57457e-057	
1.8333e-143	1.56884e-138	2.88795e-117	1.19535e-061	1.07539e-057	
5.79313e-145	5.47367e-140	1.62058e-117	2.03406e-062	3.23521e-058	
1.8306e-146	1.90976e-141	9.09391e-118	3.46127e-063	9.73276e-059	
5.78463e-148	6.66315e-143	5.10306e-118	5.88987e-064	2.92798e-059	
1.82792e-149	2.32477e-144	2.86359e-118	1.00225e-064	8.80847e-060	
5.77614e-151	8.11109e-146	1.60691e-118	1.70548e-065	2.64991e-060	
1.25689e-151	3.32026e-146	4.81856e-121	5.27672e-066	1.57253e-061	
2.73501e-152	1.35914e-146	1.44492e-123	1.6326e-066	9.33185e-063	
5.95141e-153	5.56358e-147	4.3328e-126	5.05124e-067	5.53788e-064	
